Author_1,Author_2,label,jaccard
addario-berry,chen,False,0.0112
pavlov,lieb,False,0.07460035523978685
pavlov,naboko,False,0.05291005291005291
pavlov,hainzl,False,0.07142857142857142
pavlov,siedentop,False,0.08189655172413793
pavlov,seiringer,False,0.08882521489971347
pavlov,molchanov,False,0.05460750853242321
pavlov,harmer,False,0.0
pavlov,mikhailova,False,0.0
casals-ruiz,daniyarova,False,0.15833333333333333
casals-ruiz,duncan,False,0.06818181818181818
casals-ruiz,remeslennikov,False,0.12953367875647667
kay,picioroaga,False,0.13043478260869565
kiem,lupton,False,0.012195121951219513
kiem,turner,False,0.04602510460251046
kiem,zhao,False,0.044977511244377814
kiem,zelenko,False,0.04294478527607362
kiem,salavessa,False,0.03787878787878788
kiem,kerr,False,0.05952380952380952
kiem,timotin,False,0.046511627906976744
kiem,malkin,False,0.06172839506172839
kiem,bercovici,False,0.039735099337748346
kiem,ao,False,0.0196078431372549
kiem,vrancken,False,0.007751937984496124
kiem,bandi,False,0.0
kiem,stabellini,False,0.0
kiem,conti,False,0.05761316872427984
kiem,tralli,False,0.0
kiem,meemark,False,0.03278688524590164
kiem,georghiades,False,0.0440251572327044
fonseca,simon,False,0.027375201288244767
fonseca,desimone,False,0.0
fonseca,mora,False,0.029259896729776247
saut,baggett,False,0.02
saut,merrill,False,0.02
saut,zitkovic,False,0.08695652173913043
saut,neshveyev,False,0.05384615384615385
saut,packer,False,0.02
saut,raeburn,False,0.04195804195804196
saut,wulkenhaar,False,0.01990049751243781
saut,de goursac,False,0.0391304347826087
bernardi,welsh,False,0.0
cordoba,eggers,False,0.06806282722513089
calabri,pardini,False,0.05405405405405406
calabri,van der geer,False,0.04225352112676056
calabri,lopes,False,0.033783783783783786
calabri,tse,False,0.03116531165311653
calabri,lam,False,0.02403204272363151
calabri,knutsen,False,0.08917197452229299
calabri,pacienza,False,0.08759124087591241
calabri,sernesi,False,0.0
benguria,eaton,False,0.03125
benguria,gamal,False,0.03299492385786802
benguria,abuhlail,False,0.0
benguria,nauman,False,0.0
joye,bouclet,False,0.04878048780487805
galvez,brodzki,False,0.05747126436781609
galvez,marcus,False,0.03319502074688797
